"merchandise-export-Fish, Seafood (Excl Marine Mammals) & Preparations",110687.66666666667
merchandise-export-Vegetables & Fruit,112933.16666666667
"merchandise-export-Coffee, Tea, Cocoa, Spices & Manufactures",391839.0833333333
merchandise-export-Beverages,896489.9166666666
merchandise-export-Tobacco & Manufactures,338551.5
merchandise-export-Crude Rubber,202418.25
merchandise-export-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),114953.33333333333
merchandise-export-Metalliferous Ores & Metal Scrap,322505.25
merchandise-export-Crude Animal & Vegetable Materials Nes,61447.833333333336
"merchandise-export-Coal, Coke & Briquettes",176.83333333333334
merchandise-export-Petroleum & Products & Related Materials,19601367.916666668
merchandise-export-Gas,87368.41666666667
merchandise-export-Oil Bunkers,7782244.25
merchandise-export-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,53269.833333333336
merchandise-export-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,24578.25
merchandise-export-Organic Chemicals,5480384.75
merchandise-export-Medicinal & Pharmaceutical Products,2573946.1666666665
merchandise-export-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,1616507.9166666667
merchandise-export-Plastics In Primary Forms,4069694.0833333335
merchandise-export-Plastics In Non primary Forms,368306.8333333333
merchandise-export-Rubber Manufactures Nes,260875.66666666666
"merchandise-export-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",502256.5833333333
"merchandise-export-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",276271.25
merchandise-export-Non metallic Mineral Manufactures Nes,694331.0
merchandise-export-Iron & Steel,999738.25
merchandise-export-Non ferrous Metals,1101251.0833333333
merchandise-export-Manufactures Of Metals Nes,1185018.25
merchandise-export-Office Machines & Automatic Data processing Machines,7112946.333333333
merchandise-export-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,4172222.6666666665
merchandise-export-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,33979359.333333336
merchandise-export-Articles Of Apparel & Clothing Accessories,429206.1666666667
merchandise-export-Professional Scientific & Controlling Instruments & Apparatus Nes,3704855.3333333335
merchandise-export-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,1234781.5
merchandise-export-Miscellaneous Manufactured Articles Nes,4262262.083333333
merchandise-import-Meat & Meat Preparations,330873.3333333333
"merchandise-import-Fish, Seafood (Excl Marine Mammals) & Preparations",348836.3333333333
merchandise-import-Vegetables & Fruit,502985.1666666667
"merchandise-import-Coffee, Tea, Cocoa, Spices & Manufactures",361826.8333333333
merchandise-import-Beverages,839216.8333333334
merchandise-import-Tobacco & Manufactures,265591.5833333333
merchandise-import-Crude Rubber,129047.58333333333
merchandise-import-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),324288.9166666667
merchandise-import-Metalliferous Ores & Metal Scrap,155633.5
merchandise-import-Crude Animal & Vegetable Materials Nes,114673.5
"merchandise-import-Coal, Coke & Briquettes",12405.583333333334
merchandise-import-Petroleum & Products & Related Materials,29758233.833333332
merchandise-import-Gas,1795829.8333333333
merchandise-import-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,193901.08333333334
merchandise-import-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,15776.916666666666
merchandise-import-Organic Chemicals,2273869.0
merchandise-import-Medicinal & Pharmaceutical Products,857130.75
merchandise-import-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,1011046.4166666666
merchandise-import-Plastics In Primary Forms,1449962.0
merchandise-import-Plastics In Non primary Forms,384296.5
merchandise-import-Rubber Manufactures Nes,300714.1666666667
"merchandise-import-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",530633.1666666666
"merchandise-import-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",341634.3333333333
merchandise-import-Non metallic Mineral Manufactures Nes,1250072.75
merchandise-import-Iron & Steel,1775833.1666666667
merchandise-import-Non ferrous Metals,1381255.3333333333
merchandise-import-Manufactures Of Metals Nes,1661201.25
merchandise-import-Office Machines & Automatic Data processing Machines,4819344.666666667
merchandise-import-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,4101618.4166666665
merchandise-import-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,24625598.833333332
merchandise-import-Articles Of Apparel & Clothing Accessories,855936.0
merchandise-import-Footwear,230454.58333333334
merchandise-import-Professional Scientific & Controlling Instruments & Apparatus Nes,2666127.5
merchandise-import-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,1186333.75
merchandise-import-Miscellaneous Manufactured Articles Nes,3152689.0833333335
